NC_053457.1:12165285-12182065	locus1
NC_053462.1:18204059-18219675	locus702
NC_053450.1:149293064-149306909	locus703
NC_053454.1:56044391-56053974	locus704
NC_053456.1:10472835-10487096	locus705
NC_053463.1:4702191-4716079	locus706
NC_053456.1:24294566-24305511	locus707
NC_053459.1:15735940-15745927	locus708
NC_053462.1:17206053-17219695	locus709
NC_053462.1:1315337-1324584	locus710
NC_053469.1:6859656-6872263	locus711
NC_053458.1:14991060-15011437	locus712
NC_053451.1:38177022-38190941	locus713
NC_053454.1:73159188-73170552	locus714
NC_053456.1:9018701-9038125	locus715
NC_053462.1:7119323-7140545	locus716
NC_053469.1:3012394-3022884	locus717
NC_053452.1:21256715-21273539	locus718
NC_053450.1:49383003-49403554	locus719
NC_053456.1:22010146-22027239	locus720
NC_053459.1:13330580-13346950	locus721
NC_053473.1:4645455-4656854	locus722
NC_053458.1:3364409-3381321	locus723
NC_053457.1:25340572-25355475	locus724
NC_053455.1:42797991-42821866	locus725
NC_053450.1:113243050-113253445	locus726
NC_053488.1:78268893-78323043	locus727
NC_053454.1:62080076-62102289	locus728
NC_053459.1:1541162-1552587	locus729
NC_053450.1:26479134-26504992	locus730
NC_053451.1:22289245-22297414	locus731
NC_053457.1:5855444-5870790	locus732
NC_053456.1:6597203-6609804	locus733
NC_053450.1:154646027-154656625	locus734
NC_053465.1:11799241-11808216	locus735
NC_053458.1:6546216-6561182	locus736
NC_053450.1:62580888-62599251	locus737
NC_053450.1:42402424-42419635	locus738
NC_053454.1:26293613-26307347	locus739
NC_053463.1:11621892-11637828	locus740
NC_053465.1:5918012-5933250	locus741
NC_053465.1:1346525-1357549	locus742
NC_053458.1:30728634-30738153	locus743
NC_053461.1:7877721-7893934	locus744
NC_053450.1:7961490-7979609	locus745
NC_053454.1:70370723-70379866	locus746
NC_053451.1:981137-1003253	locus747
NC_053458.1:12964117-12989906	locus748
NC_053466.1:5054703-5068650	locus749
NC_053450.1:92069711-92081533	locus750
NC_053450.1:19796417-19821836	locus751
NC_053464.1:9132108-9151033	locus752
NC_053464.1:2751380-2761664	locus753
NC_053453.1:73752119-73763216	locus754
NC_053452.1:48386742-48398549	locus755
NC_053450.1:73197974-73212876	locus756
NC_053455.1:32846636-32871318	locus757
NC_053451.1:43606545-43621744	locus758
NC_053470.1:3443170-3456250	locus759
NC_053450.1:33700617-33726005	locus760
NC_053455.1:47360959-47374646	locus761
NC_053451.1:35821772-35840844	locus762
NC_053477.1:344802-361653	locus763
NC_053463.1:5717521-5724229	locus764
NC_053452.1:1730065-1741406	locus765
NC_053465.1:9227471-9240293	locus766
NC_053462.1:5921950-5939013	locus767
NC_053455.1:32137934-32154051	locus768
NC_053456.1:33098998-33114241	locus769
NC_053450.1:56543363-56560396	locus770
NC_053450.1:123872924-123892810	locus771
NC_053474.1:5989460-6001657	locus772
NC_053451.1:32228036-32253856	locus773
NC_053454.1:70549892-70575594	locus774
NC_053473.1:1417653-1426725	locus775
NC_053462.1:1411635-1426728	locus776
NC_053451.1:99610732-99625176	locus777
NC_053451.1:55129197-55147551	locus778
NC_053451.1:25020-33755	locus779
NC_053453.1:69065902-69080351	locus780
NC_053488.1:85761860-85786909	locus781
NC_053468.1:7932446-7941905	locus782
NC_053458.1:29689517-29701151	locus783
NC_053453.1:50147954-50163186	locus784
NC_053460.1:3437765-3446962	locus785
NC_053461.1:12951147-12969759	locus786
NC_053453.1:56942468-56952934	locus787
NC_053452.1:12541053-12557860	locus788
NC_053455.1:6574081-6586652	locus789
NC_053470.1:2484493-2494066	locus790
NC_053456.1:9112381-9129478	locus791
NC_053455.1:58223561-58232771	locus792
NC_053450.1:49266186-49283319	locus793
NC_053461.1:19744969-19755933	locus794
NC_053459.1:12448384-12469108	locus795
NC_053451.1:46712888-46722704	locus796
NC_053459.1:8164120-8182292	locus797
NC_053469.1:7216196-7224626	locus798
NC_053460.1:20941167-20949375	locus799
NC_053456.1:33919036-33939907	locus800
NC_053451.1:7730855-7756671	locus801
NC_053459.1:21202412-21214624	locus802
NC_053470.1:3607232-3615632	locus803
NC_053455.1:47869991-47901316	locus804
NC_053488.1:8648023-8686462	locus805
NC_053451.1:31260950-31274811	locus806
NC_053456.1:37603470-37616496	locus807
NC_053454.1:41530286-41545828	locus808
NC_053457.1:7629536-7636417	locus809
NC_053470.1:5300448-5309100	locus810
NC_053450.1:85454911-85473232	locus811
NC_053450.1:110978894-111007239	locus812
NC_053451.1:17650934-17663787	locus813
NC_053450.1:455818-467236	locus814
NC_053457.1:2866234-2905550	locus815
NC_053451.1:16620659-16634000	locus816
NC_053459.1:21292376-21307781	locus817
NC_053471.1:5342666-5354068	locus818
NC_053453.1:14944787-14959814	locus819
NC_053451.1:50254813-50274342	locus820
NC_053463.1:4488883-4499334	locus821
NC_053451.1:91318345-91328058	locus822
NC_053474.1:405008-425656	locus823
NC_053451.1:16503307-16517309	locus824
NC_053454.1:9891120-9908739	locus825
NC_053459.1:10583684-10598442	locus826
NC_053453.1:66652089-66662072	locus827
NC_053458.1:893566-904109	locus828
NC_053466.1:10701596-10710262	locus829
NC_053455.1:12517549-12534724	locus830
NC_053463.1:16089072-16115855	locus831
NC_053457.1:14887832-14901875	locus832
NC_053452.1:39203804-39218800	locus833
NC_053461.1:19558805-19568078	locus834
NC_053452.1:70468441-70483087	locus835
NC_053452.1:62750276-62769105	locus836
NC_053452.1:16270868-16287596	locus837
NC_053456.1:29162095-29169582	locus838
NC_053455.1:58464427-58483301	locus839
NC_053458.1:24369187-24384330	locus840
NC_053454.1:66807343-66837992	locus841
NC_053462.1:16397840-16410108	locus842
NC_053456.1:11412177-11421744	locus843
NC_053451.1:27284121-27296586	locus844
NC_053451.1:31768237-31781139	locus845
NC_053464.1:5256656-5264791	locus846
NC_053450.1:2997530-3013643	locus847
NC_053470.1:7616338-7629572	locus848
NC_053465.1:3034696-3053887	locus849
NC_053452.1:48806457-48830345	locus850
NC_053453.1:56164706-56181226	locus851
NC_053459.1:972440-989441	locus852
NC_053453.1:48883069-48907153	locus853
NC_053451.1:52234431-52242512	locus854
NC_053469.1:9806529-9820305	locus855
NC_053450.1:13386015-13412544	locus856
NC_053488.1:4296476-4336404	locus857
NC_053456.1:27582762-27596897	locus858
NC_053455.1:43132270-43169902	locus859
NC_053456.1:16866686-16884519	locus860
NC_053460.1:3480075-3494718	locus861
NC_053456.1:14530599-14557954	locus862
NC_053454.1:33233269-33249374	locus863
NC_053454.1:56782974-56794693	locus864
NC_053458.1:5022825-5033057	locus865
NC_053457.1:28131310-28140068	locus866
NC_053484.1:190122-204601	locus867
NC_053450.1:11790868-11814422	locus868
NC_053466.1:7740298-7753405	locus869
NC_053450.1:25302281-25323063	locus870
NC_053458.1:21013029-21026709	locus871
NC_053450.1:29730823-29755834	locus872
NC_053465.1:351678-439183	locus873
NC_053459.1:18449029-18469251	locus874
NC_053455.1:54762610-54777940	locus875
NC_053450.1:7069497-7105990	locus876
NC_053450.1:40960602-40981711	locus877
NC_053454.1:14107879-14132519	locus878
NC_053470.1:2655076-2668088	locus879
NC_053451.1:37633686-37652977	locus880
NC_053458.1:23825877-23843910	locus881
NC_053450.1:114831249-114862565	locus882
NC_053473.1:1427497-1437665	locus883
NC_053459.1:697469-727393	locus884
NC_053452.1:49352687-49362693	locus885
NC_053451.1:28644889-28658634	locus886
NC_053453.1:59019004-59037812	locus887
NC_053454.1:39902385-39912066	locus888
NC_053488.1:89467673-89508675	locus889
NC_053452.1:29687281-29699080	locus890
NC_053451.1:39811513-39836188	locus891
NC_053458.1:1080161-1090257	locus892
NC_053460.1:9523615-9535972	locus893
NC_053456.1:28203877-28219953	locus894
NC_053454.1:53034930-53051383	locus895
NC_053453.1:67847848-67861697	locus896
NC_053458.1:28369532-28383427	locus897
NC_053460.1:8152091-8161276	locus898
NC_053460.1:2746502-2759464	locus899
NC_053459.1:1720586-1729174	locus900
NC_053450.1:130461773-130493850	locus901
NC_053450.1:79848626-79886299	locus902
NC_053451.1:5666652-5678871	locus903
NC_053455.1:2429252-2449856	locus904
NC_053456.1:19857250-19873000	locus905
NC_053450.1:78924471-78952608	locus906
NC_053465.1:3546566-3555411	locus907
NC_053451.1:105108810-105120086	locus908
NC_053452.1:50319453-50330567	locus909
NC_053452.1:36128559-36149710	locus910
NC_053454.1:70715713-70730475	locus911
NC_053461.1:19358757-19367284	locus912
NC_053469.1:7305962-7315818	locus913
NC_053460.1:20484074-20497478	locus914
NC_053451.1:112626176-112634181	locus915
NC_053451.1:32291786-32308076	locus916
NC_053450.1:34864224-34875695	locus917
NC_053451.1:93478579-93494320	locus918
NC_053462.1:13230071-13240387	locus919
NC_053473.1:3580053-3601274	locus920
NC_053451.1:36451142-36464175	locus921
NC_053450.1:153958967-153969670	locus922
NC_053466.1:8471393-8487108	locus923
NC_053451.1:77826253-77836343	locus924
NC_053462.1:10820190-10842160	locus925
NC_053455.1:12281259-12293493	locus926
NC_053456.1:21721782-21734243	locus927
NC_053464.1:12475731-12495394	locus928
NC_053452.1:96841120-96865595	locus929
NC_053462.1:3040172-3051418	locus930
NC_053456.1:4075926-4088524	locus931
NC_053488.1:71559872-71621897	locus932
NC_053457.1:7352372-7366040	locus933
NC_053455.1:37516952-37568639	locus934
NC_053453.1:69882553-69889869	locus935
NC_053453.1:7527877-7600982	locus936
NC_053463.1:198772-240525	locus937
NC_053464.1:11136219-11148366	locus938
NC_053452.1:69441511-69465675	locus939
NC_053465.1:6126236-6137602	locus940
NC_053450.1:65442335-65453015	locus941
NC_053450.1:148984744-148995736	locus942
NC_053451.1:48708204-48720674	locus943
NC_053450.1:32845927-32865471	locus944
NC_053452.1:7425332-7435805	locus945
NC_053469.1:10892681-10905472	locus946
NC_053453.1:57038025-57046456	locus947
NC_053457.1:11429907-11442603	locus948
NC_053452.1:24376841-24397313	locus949
NC_053458.1:9475872-9487810	locus950
NC_053454.1:49917915-49931659	locus951
NC_053474.1:3111252-3127035	locus952
NC_053458.1:20774419-20793738	locus953
NC_053455.1:24510131-24539154	locus954
NC_053467.1:607975-620054	locus955
NC_053456.1:32955343-32966178	locus956
NC_053463.1:10924449-10943784	locus957
NC_053454.1:26579773-26595163	locus958
NC_053454.1:3057366-3075566	locus959
NC_053464.1:2820836-2834099	locus960
NC_053452.1:104843133-104875736	locus961
NC_053452.1:23678245-23695233	locus962
NC_053450.1:34751435-34769607	locus963
NC_053455.1:17064531-17077332	locus964
NC_053460.1:1986366-1998226	locus965
NC_053451.1:18152252-18174976	locus966
NC_053450.1:29054184-29069946	locus967
NC_053454.1:25958017-25970154	locus968
NC_053452.1:101485527-101509381	locus969
NC_053472.1:3547949-3556929	locus970
NC_053450.1:113362246-113374260	locus971
NC_053451.1:117405495-117417206	locus972
NC_053458.1:25616604-25643637	locus973
NC_053450.1:114606642-114617651	locus974
NC_053450.1:136801774-136817942	locus975
NC_053457.1:19814110-19829602	locus976
NC_053454.1:12173675-12193594	locus977
NC_053450.1:151834931-151843980	locus978
NC_053451.1:109226168-109248844	locus979
NC_053488.1:86894349-86958781	locus980
NC_053471.1:3405219-3416887	locus981
NC_053452.1:66320735-66329310	locus982
NC_053470.1:5705977-5716922	locus983
NC_053461.1:12516482-12536794	locus984
NC_053458.1:18532031-18560461	locus985
NC_053459.1:2727422-2746134	locus986
NC_053456.1:30327490-30339618	locus987
NC_053468.1:4304764-4318496	locus988
NC_053460.1:16512321-16515830	locus989
NC_053458.1:25965883-25985306	locus990
NC_053454.1:31124785-31142525	locus991
NC_053452.1:44780679-44799718	locus992
NC_053456.1:5962784-5974187	locus993
NC_053456.1:37229463-37248783	locus994
NC_053451.1:50960988-50986087	locus995
NC_053459.1:21616749-21628198	locus996
NC_053465.1:3548725-3557938	locus997
NC_053453.1:1762117-1777779	locus998
NC_053454.1:20274882-20362070	locus999
NC_053455.1:30181845-30209512	locus1000
