NC_053463.1:2378415-2391189	locus1
NC_053450.1:49797424-49811285	locus701
NC_053456.1:14686765-14709468	locus702
NC_053450.1:133243936-133256823	locus703
NC_053455.1:1468544-1479995	locus704
NC_053451.1:23410051-23433023	locus705
NC_053451.1:115952747-115966553	locus706
NC_053450.1:33304555-33327707	locus707
NC_053450.1:123330328-123339428	locus708
NC_053452.1:8296602-8312519	locus709
NC_053450.1:151202770-151219207	locus710
NC_053459.1:24111555-24123670	locus711
NC_053459.1:6094294-6102829	locus712
NC_053451.1:18723732-18733178	locus713
NC_053453.1:5972911-5985586	locus714
NC_053451.1:100347721-100372337	locus715
NC_053450.1:124637953-124647660	locus716
NC_053458.1:10053028-10072972	locus717
NC_053465.1:917756-928900	locus718
NC_053451.1:103828334-103836761	locus719
NC_053454.1:6755841-6772450	locus720
NC_053456.1:1745183-1756063	locus721
NC_053456.1:28533533-28547045	locus722
NC_053454.1:52720591-52740916	locus723
NC_053473.1:493853-515100	locus724
NC_053461.1:13435379-13452648	locus725
NC_053464.1:12847216-12858885	locus726
NC_053450.1:21430449-21446894	locus727
NC_053452.1:55307201-55329023	locus728
NC_053452.1:80831311-80850462	locus729
NC_053459.1:25114611-25124795	locus730
NC_053450.1:21939033-21956976	locus731
NC_053450.1:45996848-46012410	locus732
NC_053450.1:151168484-151181165	locus733
NC_053468.1:4426466-4439692	locus734
NC_053450.1:71000598-71012678	locus735
NC_053452.1:24837515-24851721	locus736
NC_053450.1:149794229-149809798	locus737
NC_053451.1:18893184-18904633	locus738
NC_053468.1:6191932-6207727	locus739
NC_053450.1:33068716-33082752	locus740
NC_053453.1:65493438-65503884	locus741
NC_053453.1:9221168-9310954	locus742
NC_053452.1:57159285-57177211	locus743
NC_053450.1:128383116-128394897	locus744
NC_053451.1:111371678-111386325	locus745
NC_053450.1:116261687-116275213	locus746
NC_053451.1:14877034-14886772	locus747
NC_053464.1:12909666-12928765	locus748
NC_053459.1:24296472-24306187	locus749
NC_053454.1:40408613-40432014	locus750
NC_053457.1:11958354-11974242	locus751
NC_053488.1:36381976-36512491	locus752
NC_053466.1:3041975-3053660	locus753
NC_053451.1:103296215-103318508	locus754
NC_053453.1:63964138-63976340	locus755
NC_053459.1:5950941-5965313	locus756
NC_053453.1:73893790-73904670	locus757
NC_053468.1:4914378-4926472	locus758
NC_053465.1:11340060-11349834	locus759
NC_053457.1:24753072-24766665	locus760
NC_053453.1:33750663-33766110	locus761
NC_053469.1:5024047-5035037	locus762
NC_053451.1:111551936-111560008	locus763
NC_053454.1:14468198-14489262	locus764
NC_053450.1:29839159-29870866	locus765
NC_053450.1:107942592-107963311	locus766
NC_053472.1:989157-997929	locus767
NC_053450.1:33221946-33244919	locus768
NC_053455.1:30560410-30570143	locus769
NC_053452.1:112308477-112330905	locus770
NC_053456.1:31866993-31881966	locus771
NC_053452.1:68975354-68994495	locus772
NC_053455.1:55436946-55446218	locus773
NC_053450.1:123798447-123809281	locus774
NC_053453.1:24267228-24316581	locus775
NC_053470.1:3249307-3257528	locus776
NC_053450.1:75302614-75320857	locus777
NC_053457.1:28687553-28704677	locus778
NC_053450.1:61312508-61322546	locus779
NC_053450.1:13135960-13169849	locus780
NC_053462.1:18861407-18875735	locus781
NC_053474.1:5410146-5429374	locus782
NC_053450.1:54885425-54906181	locus783
NC_053455.1:10668679-10681116	locus784
NC_053474.1:5153734-5173908	locus785
NC_053454.1:2642818-2656667	locus786
NC_053453.1:2053943-2060396	locus787
NC_053467.1:1886906-1896527	locus788
NC_053459.1:11738017-11757666	locus789
NC_053460.1:3160694-3171715	locus790
NC_053458.1:25422891-25435711	locus791
NC_053466.1:9559556-9569582	locus792
NC_053473.1:4645866-4657590	locus793
NC_053450.1:125283320-125305516	locus794
NC_053453.1:61570526-61583139	locus795
NC_053467.1:8501944-8518275	locus796
NC_053452.1:71049148-71067066	locus797
NC_053452.1:37014873-37030466	locus798
NC_053460.1:20223819-20241420	locus799
NC_053454.1:41909193-41925963	locus800
NC_053461.1:4866068-4878270	locus801
NC_053455.1:10642493-10655558	locus802
NC_053451.1:62226477-62293393	locus803
NC_053451.1:30741797-30750374	locus804
NC_053476.1:3689234-3699691	locus805
NC_053451.1:26958468-26970542	locus806
NC_053452.1:92273539-92310891	locus807
NC_053473.1:3296787-3308173	locus808
NC_053456.1:31651563-31667774	locus809
NC_053451.1:16069420-16080960	locus810
NC_053460.1:7888279-7899197	locus811
NC_053452.1:48525295-48533384	locus812
NC_053464.1:10878329-10891257	locus813
NC_053462.1:16397983-16411388	locus814
NC_053452.1:27847455-27888119	locus815
NC_053456.1:31376832-31388467	locus816
NC_053454.1:61950897-61961777	locus817
NC_053450.1:39002003-39026834	locus818
NC_053463.1:7711017-7722252	locus819
NC_053459.1:14931699-14943672	locus820
NC_053450.1:29610269-29629374	locus821
NC_053463.1:1994250-2007205	locus822
NC_053465.1:10006074-10020232	locus823
NC_053470.1:1045160-1057646	locus824
NC_053465.1:12607634-12618583	locus825
NC_053469.1:8529875-8543592	locus826
NC_053452.1:59875688-59893546	locus827
NC_053456.1:31338658-31348839	locus828
NC_053455.1:604775-619338	locus829
NC_053457.1:6649235-6673463	locus830
NC_053459.1:2039096-2053403	locus831
NC_053453.1:64964071-64974944	locus832
NC_053457.1:18833579-18844753	locus833
NC_053470.1:765984-775721	locus834
NC_053459.1:16523702-16535310	locus835
NC_053457.1:3754603-3765200	locus836
NC_053452.1:80149637-80159502	locus837
NC_053467.1:6790263-6821263	locus838
NC_053450.1:88899638-88921505	locus839
NC_053461.1:4472196-4482239	locus840
NC_053453.1:49962059-50012219	locus841
NC_053469.1:2783829-2796316	locus842
NC_053450.1:40549165-40572302	locus843
NC_053465.1:5707385-5719946	locus844
NC_053452.1:52043761-52065740	locus845
NC_053451.1:32712529-32739076	locus846
NC_053457.1:11472523-11483784	locus847
NC_053473.1:1366969-1383783	locus848
NC_053450.1:132648169-132669170	locus849
NC_053453.1:8404579-8442497	locus850
NC_053459.1:23778751-23793141	locus851
NC_053451.1:13234524-13248691	locus852
NC_053462.1:2989980-2999499	locus853
NC_053455.1:4919479-4935850	locus854
NC_053450.1:154143708-154155259	locus855
NC_053473.1:5619952-5630419	locus856
NC_053450.1:2551903-2582798	locus857
NC_053452.1:110750998-110774505	locus858
NC_053458.1:27271296-27284296	locus859
NC_053452.1:70756539-70773147	locus860
NC_053450.1:84173558-84187417	locus861
NC_053455.1:20521163-20542003	locus862
NC_053451.1:55873350-55884261	locus863
NC_053454.1:62892603-62907536	locus864
NC_053451.1:34486728-34506529	locus865
NC_053451.1:54857600-54869699	locus866
NC_053451.1:56982887-56999553	locus867
NC_053450.1:67817471-67830947	locus868
NC_053460.1:20022231-20030344	locus869
NC_053470.1:7063318-7073339	locus870
NC_053450.1:151014441-151027648	locus871
NC_053461.1:10046224-10063068	locus872
NC_053463.1:6110901-6120244	locus873
NC_053450.1:91376711-91399380	locus874
NC_053450.1:139514269-139524821	locus875
NC_053471.1:2260262-2268579	locus876
NC_053459.1:1466889-1482822	locus877
NC_053457.1:30492577-30507853	locus878
NC_053451.1:46633387-46643723	locus879
NC_053459.1:24763177-24778598	locus880
NC_053450.1:144630088-144661956	locus881
NC_053453.1:69714269-69720738	locus882
NC_053461.1:5783495-5795091	locus883
NC_053454.1:39200398-39215137	locus884
NC_053450.1:132270339-132284451	locus885
NC_053462.1:13345464-13359591	locus886
NC_053452.1:69256932-69268175	locus887
NC_053451.1:56781813-56798129	locus888
NC_053465.1:2292065-2299353	locus889
NC_053460.1:20944718-20957597	locus890
NC_053455.1:57124812-57133963	locus891
NC_053452.1:32610678-32623757	locus892
NC_053460.1:1734444-1741663	locus893
NC_053454.1:4435258-4451477	locus894
NC_053488.1:89047496-89069751	locus895
NC_053458.1:4945102-4959758	locus896
NC_053462.1:3592192-3603055	locus897
NC_053451.1:14379864-14395154	locus898
NC_053451.1:67768459-67792369	locus899
NC_053450.1:46315951-46324502	locus900
NC_053452.1:75445326-75459334	locus901
NC_053452.1:27726864-27736988	locus902
NC_053451.1:49321109-49335308	locus903
NC_053454.1:59421733-59430968	locus904
NC_053452.1:60480914-60501090	locus905
NC_053457.1:11495323-11510864	locus906
NC_053468.1:5803504-5812636	locus907
NC_053455.1:56522772-56536974	locus908
NC_053462.1:6023231-6040656	locus909
NC_053452.1:61580381-61617195	locus910
NC_053450.1:87281414-87294975	locus911
NC_053451.1:90761637-90773132	locus912
NC_053463.1:17258068-17272331	locus913
NC_053465.1:4885978-4893966	locus914
NC_053452.1:20934042-20953165	locus915
NC_053452.1:102702560-102720657	locus916
NC_053473.1:4668666-4677358	locus917
NC_053455.1:14599277-14611810	locus918
NC_053464.1:3747107-3757092	locus919
NC_053457.1:34970596-34983443	locus920
NC_053456.1:13745830-13761432	locus921
NC_053454.1:9137373-9148827	locus922
NC_053451.1:32632667-32658113	locus923
NC_053463.1:648540-659269	locus924
NC_053476.1:851650-864255	locus925
NC_053474.1:2358522-2373102	locus926
NC_053451.1:4791652-4804807	locus927
NC_053454.1:22225989-22242037	locus928
NC_053459.1:19265991-19275147	locus929
NC_053452.1:17062135-17073877	locus930
NC_053455.1:55130063-55149317	locus931
NC_053468.1:8078820-8087749	locus932
NC_053453.1:74770566-74779769	locus933
NC_053455.1:47552290-47570074	locus934
NC_053465.1:5865015-5874154	locus935
NC_053456.1:7621942-7631333	locus936
NC_053462.1:9710019-9730423	locus937
NC_053451.1:104087006-104123175	locus938
NC_053455.1:33070211-33090806	locus939
NC_053454.1:38500640-38514402	locus940
NC_053473.1:4973910-4983220	locus941
NC_053450.1:114585402-114601219	locus942
NC_053457.1:8284936-8296377	locus943
NC_053470.1:2895711-2905158	locus944
NC_053459.1:22156750-22168286	locus945
NC_053464.1:4447801-4464654	locus946
NC_053450.1:84959356-84978387	locus947
NC_053468.1:11253237-11300088	locus948
NC_053450.1:43177660-43202554	locus949
NC_053452.1:8845423-8857994	locus950
NC_053456.1:22607674-22627193	locus951
NC_053452.1:26765925-26784616	locus952
NC_053450.1:23504505-23521823	locus953
NC_053450.1:126965726-127022189	locus954
NC_053453.1:31316614-31333644	locus955
NC_053458.1:9325298-9341300	locus956
NC_053463.1:9966725-9985475	locus957
NC_053454.1:62028642-62037883	locus958
NC_053452.1:20315498-20328937	locus959
NC_053451.1:95761301-95785135	locus960
NC_053455.1:17918718-17950707	locus961
NC_053458.1:28091971-28099899	locus962
NC_053460.1:11787345-11806508	locus963
NC_053451.1:116102379-116118904	locus964
NC_053461.1:4363301-4375046	locus965
NC_053454.1:45818181-45833877	locus966
NC_053458.1:4500435-4511133	locus967
NC_053456.1:37942126-37951619	locus968
NC_053463.1:10117813-10128109	locus969
NC_053463.1:14193459-14210405	locus970
NC_053450.1:111650842-111660969	locus971
NC_053451.1:54778263-54790762	locus972
NC_053458.1:27707321-27716073	locus973
NC_053450.1:127896682-127928276	locus974
NC_053450.1:134340840-134371097	locus975
NC_053468.1:9432774-9495735	locus976
NC_053472.1:2225308-2235368	locus977
NC_053454.1:43944641-43972932	locus978
NC_053461.1:17148383-17167541	locus979
NC_053457.1:3950401-3960976	locus980
NC_053477.1:1997348-2007743	locus981
NC_053459.1:17512932-17524688	locus982
NC_053463.1:13961567-13977514	locus983
NC_053469.1:8241443-8250147	locus984
NC_053453.1:18827041-18874155	locus985
NC_053451.1:105118942-105142277	locus986
NC_053459.1:20878644-20893020	locus987
NC_053458.1:19355290-19365170	locus988
NC_053455.1:48385950-48409621	locus989
NC_053452.1:44123500-44144182	locus990
NC_053452.1:8978840-9000431	locus991
NC_053467.1:9161516-9182281	locus992
NC_053450.1:146805259-146818421	locus993
NC_053452.1:23523693-23534849	locus994
NC_053466.1:3786113-3795869	locus995
NC_053451.1:23198054-23207616	locus996
NC_053458.1:29964778-29976645	locus997
NC_053454.1:9461193-9474391	locus998
NC_053488.1:87178212-87229142	locus999
NC_053450.1:117762632-117775211	locus1000
