NC_053452.1:65471474-65502287	locus1
NC_053457.1:30367473-30376028	locus702
NC_053452.1:83101749-83116506	locus703
NC_053456.1:6357572-6372073	locus704
NC_053471.1:293063-311043	locus705
NC_053454.1:45091053-45110850	locus706
NC_053450.1:36743918-36757989	locus707
NC_053488.1:85004726-85082845	locus708
NC_053457.1:12530074-12552604	locus709
NC_053451.1:86887909-86900617	locus710
NC_053450.1:155441575-155452695	locus711
NC_053450.1:112417383-112435895	locus712
NC_053455.1:280606-291681	locus713
NC_053455.1:61248296-61261814	locus714
NC_053456.1:15741259-15755077	locus715
NC_053460.1:14174011-14191977	locus716
NC_053453.1:69856897-69871548	locus717
NC_053458.1:22924249-22938768	locus718
NC_053451.1:88468526-88484210	locus719
NC_053450.1:117728683-117745574	locus720
NC_053474.1:6066731-6079884	locus721
NC_053454.1:62495816-62504128	locus722
NC_053452.1:43628365-43640241	locus723
NC_053453.1:67686020-67701220	locus724
NC_053456.1:14254677-14274282	locus725
NC_053458.1:3831362-3845090	locus726
NC_053474.1:4389075-4401862	locus727
NC_053452.1:98601188-98626507	locus728
NC_053472.1:3610385-3620838	locus729
NC_053460.1:20423636-20442483	locus730
NC_053470.1:3280445-3290054	locus731
NC_053450.1:139081966-139092907	locus732
NC_053453.1:22196968-22241266	locus733
NC_053451.1:45444246-45457679	locus734
NC_053452.1:103011757-103027178	locus735
NC_053457.1:22682067-22702886	locus736
NC_053452.1:107854764-107875746	locus737
NC_053452.1:57218881-57243722	locus738
NC_053450.1:129061587-129096910	locus739
NC_053457.1:14419809-14440639	locus740
NC_053450.1:126746172-126787598	locus741
NC_053451.1:22423846-22432698	locus742
NC_053451.1:19275467-19288305	locus743
NC_053452.1:16630062-16653947	locus744
NC_053454.1:69049050-69066187	locus745
NC_053488.1:49814672-50086845	locus746
NC_053452.1:10372520-10404112	locus747
NC_053460.1:8064027-8074373	locus748
NC_053451.1:3414675-3425268	locus749
NC_053454.1:49454007-49467815	locus750
NC_053471.1:4215185-4225899	locus751
NC_053459.1:5179455-5195208	locus752
NC_053450.1:22399243-22410370	locus753
NC_053463.1:16887381-16899385	locus754
NC_053461.1:11257940-11264849	locus755
NC_053461.1:18899902-18911316	locus756
NC_053450.1:11526217-11552597	locus757
NC_053456.1:10538174-10561030	locus758
NC_053488.1:62104316-62197474	locus759
NC_053488.1:30744796-30963710	locus760
NC_053455.1:1824870-1836358	locus761
NC_053471.1:3435477-3443241	locus762
NC_053460.1:3122951-3131934	locus763
NC_053464.1:8793644-8804427	locus764
NC_053451.1:51212992-51245272	locus765
NC_053459.1:2113463-2126262	locus766
NC_053454.1:43425848-43436069	locus767
NC_053450.1:81434594-81480867	locus768
NC_053474.1:4067754-4084390	locus769
NC_053450.1:69109632-69141035	locus770
NC_053451.1:112500948-112510537	locus771
NC_053450.1:72476677-72492068	locus772
NC_053450.1:31035072-31071965	locus773
NC_053474.1:2890601-2911513	locus774
NC_053477.1:4438988-4454410	locus775
NC_053455.1:2985074-2998401	locus776
NC_053471.1:1738957-1753922	locus777
NC_053454.1:68877521-68910701	locus778
NC_053453.1:57092662-57112357	locus779
NC_053452.1:83667361-83678076	locus780
NC_053456.1:29906629-29922432	locus781
NC_053451.1:94939566-94965515	locus782
NC_053451.1:109568818-109645098	locus783
NC_053452.1:18410806-18422058	locus784
NC_053452.1:8194412-8207749	locus785
NC_053461.1:14297852-14318820	locus786
NC_053471.1:3537960-3550205	locus787
NC_053454.1:43572324-43589730	locus788
NC_053452.1:101627267-101642936	locus789
NC_053462.1:10856395-10890849	locus790
NC_053454.1:4828988-4839039	locus791
NC_053461.1:13116753-13126851	locus792
NC_053472.1:1047174-1056051	locus793
NC_053454.1:32158871-32185283	locus794
NC_053460.1:3270619-3278736	locus795
NC_053452.1:23080462-23097220	locus796
NC_053451.1:96360128-96413665	locus797
NC_053472.1:288455-302972	locus798
NC_053451.1:75058053-75101454	locus799
NC_053451.1:46240643-46266743	locus800
NC_053451.1:116144737-116163567	locus801
NC_053451.1:76225022-76244605	locus802
NC_053457.1:7406570-7416210	locus803
NC_053450.1:101489367-101579330	locus804
NC_053456.1:24098463-24115420	locus805
NC_053488.1:6231166-6269418	locus806
NC_053451.1:112383264-112393306	locus807
NC_053455.1:3145001-3153891	locus808
NC_053455.1:62615985-62631579	locus809
NC_053469.1:378686-401386	locus810
NC_053453.1:53094823-53119172	locus811
NC_053452.1:29617381-29633442	locus812
NC_053450.1:110244962-110283549	locus813
NC_053488.1:25655619-25783873	locus814
NC_053460.1:16805068-16814806	locus815
NC_053476.1:2952171-2963858	locus816
NC_053452.1:87601934-87647439	locus817
NC_053452.1:66952070-66961042	locus818
NC_053475.1:2502165-2514052	locus819
NC_053450.1:135023047-135044820	locus820
NC_053453.1:20687488-20727655	locus821
NC_053473.1:2151422-2163269	locus822
NC_053450.1:67533155-67547956	locus823
NC_053450.1:27223464-27247375	locus824
NC_053457.1:17611382-17620290	locus825
NC_053454.1:61576818-61585029	locus826
NC_053459.1:21681355-21688084	locus827
NC_053462.1:1561964-1573024	locus828
NC_053463.1:5910444-5923708	locus829
NC_053457.1:4758190-4769989	locus830
NC_053467.1:10465091-10526332	locus831
NC_053450.1:124511407-124528486	locus832
NC_053477.1:1076280-1097850	locus833
NC_053466.1:1975106-1989068	locus834
NC_053452.1:12275304-12293472	locus835
NC_053456.1:10798082-10818657	locus836
NC_053457.1:23788854-23799384	locus837
NC_053465.1:12393535-12401313	locus838
NC_053463.1:8238786-8258054	locus839
NC_053450.1:50652118-50665073	locus840
NC_053469.1:8620551-8639745	locus841
NC_053454.1:21873175-21903905	locus842
NC_053476.1:823191-840075	locus843
NC_053456.1:20823610-20842518	locus844
NC_053452.1:3282993-3291774	locus845
NC_053450.1:141410394-141420681	locus846
NC_053463.1:11063622-11072457	locus847
NC_053466.1:2362502-2374900	locus848
NC_053451.1:43723138-43736542	locus849
NC_053476.1:710675-721861	locus850
NC_053467.1:1860051-1870864	locus851
NC_053451.1:5120580-5134981	locus852
NC_053477.1:4287030-4299992	locus853
NC_053459.1:22550997-22563592	locus854
NC_053451.1:31827308-31844274	locus855
NC_053455.1:10674041-10685915	locus856
NC_053454.1:3333039-3352684	locus857
NC_053450.1:41844241-41873164	locus858
NC_053488.1:57622216-57694193	locus859
NC_053456.1:5679831-5689543	locus860
NC_053451.1:84122779-84138097	locus861
NC_053451.1:77012817-77023856	locus862
NC_053454.1:53255886-53262469	locus863
NC_053471.1:2402152-2413326	locus864
NC_053457.1:17551416-17566238	locus865
NC_053455.1:56879456-56893981	locus866
NC_053450.1:151922338-151931598	locus867
NC_053450.1:147550960-147566783	locus868
NC_053467.1:8862303-8878267	locus869
NC_053454.1:8357631-8372871	locus870
NC_053453.1:56705838-56716783	locus871
NC_053451.1:46774839-46789251	locus872
NC_053450.1:66872883-66886852	locus873
NC_053450.1:149574283-149582489	locus874
NC_053465.1:8261270-8283599	locus875
NC_053452.1:74541078-74578605	locus876
NC_053459.1:9232822-9243980	locus877
NC_053459.1:658736-677137	locus878
NC_053457.1:13377543-13405814	locus879
NC_053456.1:38110488-38124387	locus880
NC_053471.1:6763346-6780851	locus881
NC_053455.1:47205805-47218404	locus882
NC_053451.1:38880430-38896885	locus883
NC_053465.1:7062312-7076235	locus884
NC_053466.1:1224842-1233504	locus885
NC_053460.1:2923882-2935531	locus886
NC_053458.1:7805730-7822407	locus887
NC_053451.1:88683566-88704121	locus888
NC_053455.1:61983443-61999802	locus889
NC_053457.1:5672200-5678750	locus890
NC_053467.1:8973481-8986419	locus891
NC_053488.1:5329056-5364566	locus892
NC_053452.1:2246497-2254331	locus893
NC_053451.1:88889319-88905455	locus894
NC_053464.1:10477972-10495781	locus895
NC_053473.1:2596983-2610139	locus896
NC_053470.1:7012613-7020833	locus897
NC_053476.1:3845943-3867257	locus898
NC_053451.1:16219483-16245546	locus899
NC_053450.1:104132106-104147548	locus900
NC_053452.1:44307543-44323564	locus901
NC_053452.1:39785602-39804786	locus902
NC_053472.1:4783614-4795529	locus903
NC_053460.1:6272773-6285687	locus904
NC_053452.1:7679852-7690499	locus905
NC_053454.1:18470952-18502516	locus906
NC_053454.1:5958982-5975534	locus907
NC_053451.1:22300279-22307726	locus908
NC_053455.1:22341499-22353816	locus909
NC_053455.1:7229194-7242701	locus910
NC_053475.1:1655729-1669688	locus911
NC_053458.1:9136554-9152418	locus912
NC_053450.1:147656040-147667503	locus913
NC_053459.1:10964269-10977412	locus914
NC_053462.1:12019986-12030358	locus915
NC_053450.1:32442799-32472503	locus916
NC_053453.1:48372439-48391665	locus917
NC_053455.1:16021343-16034917	locus918
NC_053459.1:4192540-4204309	locus919
NC_053479.1:1497500-1521876	locus920
NC_053455.1:26213871-26279068	locus921
NC_053459.1:3934594-3946977	locus922
NC_053457.1:6174802-6186686	locus923
NC_053488.1:33900807-34046345	locus924
NC_053452.1:74417613-74439521	locus925
NC_053451.1:45785620-45804776	locus926
NC_053451.1:30224161-30242296	locus927
NC_053450.1:33625831-33657021	locus928
NC_053462.1:3492014-3504420	locus929
NC_053457.1:30930607-30939753	locus930
NC_053452.1:111052171-111069162	locus931
NC_053454.1:51773263-51788111	locus932
NC_053454.1:42526509-42538272	locus933
NC_053454.1:39386341-39397788	locus934
NC_053457.1:11285422-11295131	locus935
NC_053459.1:24956420-24968786	locus936
NC_053454.1:8247159-8281235	locus937
NC_053468.1:10768841-10780958	locus938
NC_053452.1:20359300-20376875	locus939
NC_053453.1:12720042-12732792	locus940
NC_053452.1:40646669-40663727	locus941
NC_053452.1:34136283-34151487	locus942
NC_053468.1:7658018-7672943	locus943
NC_053464.1:3738049-3750184	locus944
NC_053472.1:5436154-5446373	locus945
NC_053454.1:17076073-17127110	locus946
NC_053451.1:101977412-102001175	locus947
NC_053450.1:61580928-61596157	locus948
NC_053463.1:12112836-12127778	locus949
NC_053453.1:33699427-33712487	locus950
NC_053450.1:75200086-75223443	locus951
NC_053451.1:51233637-51266818	locus952
NC_053461.1:16396972-16408254	locus953
NC_053488.1:19705139-19752543	locus954
NC_053456.1:1912164-1920208	locus955
NC_053476.1:1349489-1364152	locus956
NC_053456.1:34127551-34144723	locus957
NC_053457.1:22702442-22715601	locus958
NC_053455.1:57594950-57609333	locus959
NC_053459.1:10442537-10460715	locus960
NC_053461.1:1938749-1957006	locus961
NC_053453.1:51912261-51938864	locus962
NC_053460.1:414247-435962	locus963
NC_053453.1:47676397-47694908	locus964
NC_053465.1:10472746-10483420	locus965
NC_053451.1:58154307-58173607	locus966
NC_053450.1:57840486-57891441	locus967
NC_053452.1:23888209-23902142	locus968
NC_053473.1:3666576-3679536	locus969
NC_053451.1:25069413-25080462	locus970
NC_053453.1:33896762-33909954	locus971
NC_053453.1:63296319-63310823	locus972
NC_053456.1:19073894-19093007	locus973
NC_053453.1:74203055-74211392	locus974
NC_053471.1:1647389-1657231	locus975
NC_053450.1:32572318-32597659	locus976
NC_053455.1:1689301-1698475	locus977
NC_053468.1:9047550-9059510	locus978
NC_053458.1:22814359-22833200	locus979
NC_053456.1:11943353-11983537	locus980
NC_053453.1:66066093-66079486	locus981
NC_053453.1:9896451-9935825	locus982
NC_053450.1:91527055-91541863	locus983
NC_053476.1:4287672-4296587	locus984
NC_053488.1:8460900-8509470	locus985
NC_053452.1:42977223-42988354	locus986
NC_053463.1:14415685-14432252	locus987
NC_053451.1:99793934-99809315	locus988
NC_053450.1:89824151-89849652	locus989
NC_053456.1:30211944-30227640	locus990
NC_053470.1:5508133-5523090	locus991
NC_053457.1:32427440-32438846	locus992
NC_053457.1:25255477-25268814	locus993
NC_053453.1:53906762-53921295	locus994
NC_053462.1:12623729-12634606	locus995
NC_053450.1:21771449-21810693	locus996
NC_053465.1:8436320-8447808	locus997
NC_053450.1:73076203-73087270	locus998
NC_053463.1:9535861-9547343	locus999
NC_053453.1:66971029-66989047	locus1000
